area,ticket_date,waste_type,net_weight_kg
Moratuwa MC,2015-08-01,Slaghter House Waste,1730
Moratuwa MC,2015-08-02,MSW,102780
Moratuwa MC,2015-08-02,Slaghter House Waste,2230
Moratuwa MC,2015-08-03,Industrial Waste,1470
Moratuwa MC,2015-08-03,MSW,76130
Moratuwa MC,2015-08-03,Slaghter House Waste,1910
Moratuwa MC,2015-08-03,Soil With Waste,4650
Moratuwa MC,2015-08-03,Sorted Organic Waste,920
Moratuwa MC,2015-08-03,Special Waste,5090
Moratuwa MC,2015-08-04,Bulky Waste,690
Moratuwa MC,2015-08-04,Industrial Waste,3480
Moratuwa MC,2015-08-04,MSW,54580
Moratuwa MC,2015-08-04,Slaghter House Waste,140
Moratuwa MC,2015-08-04,Sorted Organic Waste,49740
Moratuwa MC,2015-08-05,Industrial Waste,3260
Moratuwa MC,2015-08-05,MSW,68500
Moratuwa MC,2015-08-05,Sanitary Waste,680
Moratuwa MC,2015-08-05,Slaghter House Waste,1140
Moratuwa MC,2015-08-05,Sorted Organic Waste,26720
Moratuwa MC,2015-08-06,Bulky Waste,6270
Moratuwa MC,2015-08-06,Industrial Waste,2480
Moratuwa MC,2015-08-06,MSW,35560
Moratuwa MC,2015-08-06,Slaghter House Waste,1250
Moratuwa MC,2015-08-06,Sorted Organic Waste,35960
Moratuwa MC,2015-08-07,Bulky Waste,2420
Moratuwa MC,2015-08-07,MSW,15370
Moratuwa MC,2015-08-07,Slaghter House Waste,1270
Moratuwa MC,2015-08-07,Sorted Organic Waste,53510
Moratuwa MC,2015-08-08,Bulky Waste,2910
Moratuwa MC,2015-08-08,C&D Waste,6830
Moratuwa MC,2015-08-08,MSW,137450
Moratuwa MC,2015-08-08,Slaghter House Waste,1330
Moratuwa MC,2015-08-08,Soil With Waste,4770
Moratuwa MC,2015-08-08,Sorted Organic Waste,3560
Moratuwa MC,2015-08-09,Bulky Waste,6200
Moratuwa MC,2015-08-09,Industrial Waste,4110
Moratuwa MC,2015-08-09,Indutrial Sludge Waste,2800
Moratuwa MC,2015-08-09,MSW,22380
Moratuwa MC,2015-08-09,Sanitary Waste,930
Moratuwa MC,2015-08-09,Slaghter House Waste,830
Moratuwa MC,2015-08-09,Soil With Waste,3890
Moratuwa MC,2015-08-09,Sorted Organic Waste,46270
Moratuwa MC,2015-08-10,Bulky Waste,7240
Moratuwa MC,2015-08-10,C&D Waste,1450
Moratuwa MC,2015-08-10,Industrial Waste,2070
Moratuwa MC,2015-08-10,MSW,16130
Moratuwa MC,2015-08-10,Slaghter House Waste,630
Moratuwa MC,2015-08-10,Sorted Organic Waste,44780
Moratuwa MC,2015-08-11,Bulky Waste,8050
Moratuwa MC,2015-08-11,C&D Waste,5080
Moratuwa MC,2015-08-11,Industrial Waste,2120
Moratuwa MC,2015-08-11,MSW,117000
Moratuwa MC,2015-08-11,Slaghter House Waste,1680
Moratuwa MC,2015-08-12,Bulky Waste,3960
Moratuwa MC,2015-08-12,Industrial Waste,10050
Moratuwa MC,2015-08-12,MSW,37530
Moratuwa MC,2015-08-12,Slaghter House Waste,1200
Moratuwa MC,2015-08-12,Sorted Organic Waste,37190
Moratuwa MC,2015-08-13,Industrial Waste,25740
Moratuwa MC,2015-08-13,MSW,112750
Moratuwa MC,2015-08-13,Slaghter House Waste,1200
Moratuwa MC,2015-08-13,Sorted Organic Waste,267720
Moratuwa MC,2015-08-14,Bulky Waste,21250
Moratuwa MC,2015-08-14,Industrial Waste,1940
Moratuwa MC,2015-08-14,MSW,48920
Moratuwa MC,2015-08-14,Sanitary Waste,1370
Moratuwa MC,2015-08-14,Slaghter House Waste,920
Moratuwa MC,2015-08-14,Sorted Organic Waste,258680
Moratuwa MC,2015-08-15,Bulky Waste,6500
Moratuwa MC,2015-08-15,Industrial Waste,9290
Moratuwa MC,2015-08-15,MSW,154220
Moratuwa MC,2015-08-15,Sanitary Waste,1040
Moratuwa MC,2015-08-15,Slaghter House Waste,540
Moratuwa MC,2015-08-15,Soil With Waste,11480
Moratuwa MC,2015-08-15,Sorted Organic Waste,3020
Moratuwa MC,2015-08-16,Bulky Waste,16460
Moratuwa MC,2015-08-16,MSW,224340
Moratuwa MC,2015-08-16,Slaghter House Waste,1420
Moratuwa MC,2015-08-17,MSW,68630
Moratuwa MC,2015-08-17,Slaghter House Waste,1510
Moratuwa MC,2015-08-17,Sorted Organic Waste,21570
Moratuwa MC,2015-08-18,Bulky Waste,12450
Moratuwa MC,2015-08-18,MSW,40640
Moratuwa MC,2015-08-18,Sorted Organic Waste,28320
Moratuwa MC,2015-08-19,Bulky Waste,5870
Moratuwa MC,2015-08-19,Industrial Waste,28630
Moratuwa MC,2015-08-19,MSW,28800
Moratuwa MC,2015-08-19,Slaghter House Waste,1340
Moratuwa MC,2015-08-19,Sorted Organic Waste,140500
Moratuwa MC,2015-08-20,Bulky Waste,4270
Moratuwa MC,2015-08-20,Industrial Waste,14010
Moratuwa MC,2015-08-20,MSW,104590
Moratuwa MC,2015-08-20,Slaghter House Waste,1320
Moratuwa MC,2015-08-20,Soil With Waste,15750
Moratuwa MC,2015-08-20,Sorted Organic Waste,135370
Moratuwa MC,2015-08-21,Industrial Waste,7090
Moratuwa MC,2015-08-21,MSW,10430
Moratuwa MC,2015-08-21,Slaghter House Waste,1450
Moratuwa MC,2015-08-21,Soil With Waste,1590
Moratuwa MC,2015-08-21,Sorted Organic Waste,30150
Moratuwa MC,2015-08-22,Bulky Waste,11700
Moratuwa MC,2015-08-22,Industrial Waste,1600
Moratuwa MC,2015-08-22,MSW,217080
Moratuwa MC,2015-08-22,Slaghter House Waste,1630
Moratuwa MC,2015-08-22,Soil With Waste,180
Moratuwa MC,2015-08-22,Sorted Organic Waste,810
Moratuwa MC,2015-08-23,Bulky Waste,3640
Moratuwa MC,2015-08-23,MSW,200130
Moratuwa MC,2015-08-23,Slaghter House Waste,16800
Moratuwa MC,2015-08-24,Industrial Waste,2550
Moratuwa MC,2015-08-24,Indutrial Sludge Waste,1870
Moratuwa MC,2015-08-24,MSW,33720
Moratuwa MC,2015-08-24,Slaghter House Waste,1360
Moratuwa MC,2015-08-24,Soil With Waste,3030
Moratuwa MC,2015-08-24,Sorted Organic Waste,31210
Moratuwa MC,2015-08-25,Bulky Waste,1960
Moratuwa MC,2015-08-25,Industrial Waste,5500
Moratuwa MC,2015-08-25,MSW,18510
Moratuwa MC,2015-08-25,Slaghter House Waste,640
Moratuwa MC,2015-08-25,Sorted Organic Waste,49970
Moratuwa MC,2015-08-26,Industrial Waste,1540
Moratuwa MC,2015-08-26,MSW,37180
Moratuwa MC,2015-08-26,Sanitary Waste,1050
Moratuwa MC,2015-08-26,Slaghter House Waste,2670
Moratuwa MC,2015-08-26,Sorted Organic Waste,101290
Moratuwa MC,2015-08-27,Bulky Waste,50450
Moratuwa MC,2015-08-27,Indutrial Sludge Waste,18700
Moratuwa MC,2015-08-27,MSW,72200
Moratuwa MC,2015-08-27,Slaghter House Waste,1770
Moratuwa MC,2015-08-27,Sorted Organic Waste,151750
Moratuwa MC,2015-08-28,C&D Waste,2190
Moratuwa MC,2015-08-28,Industrial Waste,4010
Moratuwa MC,2015-08-28,MSW,47900
Moratuwa MC,2015-08-28,Slaghter House Waste,670
Moratuwa MC,2015-08-28,Sorted Organic Waste,41230
Moratuwa MC,2015-08-29,Bulky Waste,3890
Moratuwa MC,2015-08-29,Industrial Waste,7420
Moratuwa MC,2015-08-29,MSW,101390
Moratuwa MC,2015-08-29,Soil With Waste,12290
Moratuwa MC,2015-08-29,Sorted Organic Waste,1080
Moratuwa MC,2015-08-30,Bulky Waste,2230
Moratuwa MC,2015-08-30,MSW,167060
Moratuwa MC,2015-08-30,Slaghter House Waste,1100
Moratuwa MC,2015-08-31,Bulky Waste,2570
Moratuwa MC,2015-08-31,MSW,82660
Moratuwa MC,2015-08-31,Slaghter House Waste,1090
Moratuwa MC,2015-08-31,Sorted Organic Waste,49360
Moratuwa MC,2015-09-01,MSW,20740
Moratuwa MC,2015-09-02,Industrial Waste,1580
Moratuwa MC,2015-09-02,MSW,28130
Moratuwa MC,2015-09-02,Slaghter House Waste,1510
Moratuwa MC,2015-09-02,Sorted Organic Waste,48620
Moratuwa MC,2015-09-03,Bulky Waste,1790
Moratuwa MC,2015-09-03,Indutrial Sludge Waste,2380
Moratuwa MC,2015-09-03,MSW,44260
Moratuwa MC,2015-09-03,Sanitary Waste,660
Moratuwa MC,2015-09-03,Slaghter House Waste,1100
Moratuwa MC,2015-09-03,Sorted Organic Waste,48170
Moratuwa MC,2015-09-04,Bulky Waste,1290
Moratuwa MC,2015-09-04,Industrial Waste,1080
Moratuwa MC,2015-09-04,MSW,62920
Moratuwa MC,2015-09-04,Slaghter House Waste,250
Moratuwa MC,2015-09-04,Soil With Waste,5110
Moratuwa MC,2015-09-04,Sorted Organic Waste,43040
Moratuwa MC,2015-09-05,MSW,110260
Moratuwa MC,2015-09-05,Slaghter House Waste,180
Moratuwa MC,2015-09-05,Sorted Organic Waste,3070
Moratuwa MC,2015-09-06,Bulky Waste,7140
Moratuwa MC,2015-09-06,Industrial Waste,3270
Moratuwa MC,2015-09-06,MSW,13270
Moratuwa MC,2015-09-06,Sanitary Waste,1060
Moratuwa MC,2015-09-06,Slaghter House Waste,810
Moratuwa MC,2015-09-06,Sorted Organic Waste,52940
Moratuwa MC,2015-09-07,Industrial Waste,1350
Moratuwa MC,2015-09-07,MSW,21530
Moratuwa MC,2015-09-07,Sorted Organic Waste,41880
Moratuwa MC,2015-09-08,MSW,506430
Moratuwa MC,2015-09-08,Slaghter House Waste,9010
Moratuwa MC,2015-09-09,Bulky Waste,4040
Moratuwa MC,2015-09-09,MSW,18950
Moratuwa MC,2015-09-09,Slaghter House Waste,1180
Moratuwa MC,2015-09-09,Sorted Organic Waste,50180
Moratuwa MC,2015-09-10,Bulky Waste,7040
Moratuwa MC,2015-09-10,Industrial Waste,6490
Moratuwa MC,2015-09-10,MSW,16890
Moratuwa MC,2015-09-10,Sanitary Waste,910
Moratuwa MC,2015-09-10,Slaghter House Waste,1060
Moratuwa MC,2015-09-10,Sorted Organic Waste,41700
Moratuwa MC,2015-09-11,Industrial Waste,2710
Moratuwa MC,2015-09-11,MSW,51020
Moratuwa MC,2015-09-11,Slaghter House Waste,1070
Moratuwa MC,2015-09-11,Soil With Waste,5260
Moratuwa MC,2015-09-11,Sorted Organic Waste,34400
Moratuwa MC,2015-09-12,Bulky Waste,5930
Moratuwa MC,2015-09-12,Industrial Waste,2930
Moratuwa MC,2015-09-12,MSW,23110
Moratuwa MC,2015-09-12,Slaghter House Waste,1400
Moratuwa MC,2015-09-12,Sorted Organic Waste,46170
Moratuwa MC,2015-09-13,MSW,109320
Moratuwa MC,2015-09-13,Slaghter House Waste,1570
Moratuwa MC,2015-09-13,Soil With Waste,1610
Moratuwa MC,2015-09-14,Bulky Waste,4320
Moratuwa MC,2015-09-14,Industrial Waste,1100
Moratuwa MC,2015-09-14,MSW,23710
Moratuwa MC,2015-09-14,Slaghter House Waste,590
Moratuwa MC,2015-09-14,Soil With Waste,2580
Moratuwa MC,2015-09-14,Sorted Organic Waste,37400
Moratuwa MC,2015-09-15,Bulky Waste,2850
Moratuwa MC,2015-09-15,Industrial Waste,7890
Moratuwa MC,2015-09-15,MSW,21720
Moratuwa MC,2015-09-15,Sanitary Waste,1660
Moratuwa MC,2015-09-15,Slaghter House Waste,760
Moratuwa MC,2015-09-15,Sorted Organic Waste,36250
Moratuwa MC,2015-09-16,Bulky Waste,4390
Moratuwa MC,2015-09-16,Industrial Waste,1790
Moratuwa MC,2015-09-16,Indutrial Sludge Waste,2990
Moratuwa MC,2015-09-16,MSW,28720
Moratuwa MC,2015-09-16,Slaghter House Waste,1200
Moratuwa MC,2015-09-16,Soil With Waste,2630
Moratuwa MC,2015-09-16,Sorted Organic Waste,40160
Moratuwa MC,2015-09-17,Bulky Waste,3080
Moratuwa MC,2015-09-17,Industrial Waste,7150
Moratuwa MC,2015-09-17,MSW,11940
Moratuwa MC,2015-09-17,Sanitary Waste,1250
Moratuwa MC,2015-09-17,Slaghter House Waste,1030
Moratuwa MC,2015-09-17,Soil With Waste,2130
Moratuwa MC,2015-09-17,Sorted Organic Waste,53920
Moratuwa MC,2015-09-18,Bulky Waste,4550
Moratuwa MC,2015-09-18,Industrial Waste,10490
Moratuwa MC,2015-09-18,MSW,12900
Moratuwa MC,2015-09-18,Slaghter House Waste,800
Moratuwa MC,2015-09-18,Soil With Waste,3360
Moratuwa MC,2015-09-18,Sorted Organic Waste,39200
Moratuwa MC,2015-09-19,Bulky Waste,5050
Moratuwa MC,2015-09-19,Industrial Waste,3240
Moratuwa MC,2015-09-19,MSW,108570
Moratuwa MC,2015-09-19,Slaghter House Waste,1530
Moratuwa MC,2015-09-19,Sorted Organic Waste,2610
Moratuwa MC,2015-09-20,Bulky Waste,2350
Moratuwa MC,2015-09-20,MSW,102740
Moratuwa MC,2015-09-20,Slaghter House Waste,1640
Moratuwa MC,2015-09-21,Bulky Waste,8010
Moratuwa MC,2015-09-21,C&D Waste,2120
Moratuwa MC,2015-09-21,Industrial Waste,1450
Moratuwa MC,2015-09-21,MSW,37310
Moratuwa MC,2015-09-21,Slaghter House Waste,980
Moratuwa MC,2015-09-21,Soil With Waste,1050
Moratuwa MC,2015-09-21,Sorted Organic Waste,32150
Moratuwa MC,2015-09-22,Bulky Waste,650
Moratuwa MC,2015-09-22,Industrial Waste,7830
Moratuwa MC,2015-09-22,MSW,14650
Moratuwa MC,2015-09-22,Sanitary Waste,650
Moratuwa MC,2015-09-22,Slaghter House Waste,2740
Moratuwa MC,2015-09-22,Soil With Waste,4040
Moratuwa MC,2015-09-22,Sorted Organic Waste,43800
Moratuwa MC,2015-09-23,Bulky Waste,7870
Moratuwa MC,2015-09-23,Industrial Waste,2270
Moratuwa MC,2015-09-23,Indutrial Sludge Waste,1930
Moratuwa MC,2015-09-23,MSW,24770
Moratuwa MC,2015-09-23,Slaghter House Waste,1400
Moratuwa MC,2015-09-23,Sorted Organic Waste,38130
Moratuwa MC,2015-09-24,Bulky Waste,18720
Moratuwa MC,2015-09-24,Industrial Waste,1430
Moratuwa MC,2015-09-24,Indutrial Sludge Waste,2880
Moratuwa MC,2015-09-24,MSW,20130
Moratuwa MC,2015-09-24,Slaghter House Waste,630
Moratuwa MC,2015-09-24,Sorted Organic Waste,40150
Moratuwa MC,2015-09-25,Bulky Waste,4920
Moratuwa MC,2015-09-25,Industrial Waste,5940
Moratuwa MC,2015-09-25,MSW,23750
Moratuwa MC,2015-09-25,Slaghter House Waste,1100
Moratuwa MC,2015-09-25,Soil With Waste,2960
Moratuwa MC,2015-09-25,Sorted Organic Waste,26650
Moratuwa MC,2015-09-26,Bulky Waste,2100
Moratuwa MC,2015-09-26,Industrial Waste,860
Moratuwa MC,2015-09-26,MSW,20490
Moratuwa MC,2015-09-26,Slaghter House Waste,430
Moratuwa MC,2015-09-27,Bulky Waste,1990
Moratuwa MC,2015-09-27,MSW,72160
Moratuwa MC,2015-09-27,Soil With Waste,3000
Moratuwa MC,2015-09-27,Sorted Organic Waste,5270
Moratuwa MC,2015-09-28,Bulky Waste,4510
Moratuwa MC,2015-09-28,Industrial Waste,23710
Moratuwa MC,2015-09-28,MSW,47820
Moratuwa MC,2015-09-28,Sorted Organic Waste,2300
Moratuwa MC,2015-09-29,Bulky Waste,10270
Moratuwa MC,2015-09-29,Industrial Waste,5540
Moratuwa MC,2015-09-29,MSW,41480
Moratuwa MC,2015-09-29,Slaghter House Waste,230
Moratuwa MC,2015-09-29,Sorted Organic Waste,17890
Moratuwa MC,2015-09-30,Bulky Waste,7040
Moratuwa MC,2015-09-30,Industrial Waste,1310
Moratuwa MC,2015-09-30,MSW,28540
Moratuwa MC,2015-09-30,Slaghter House Waste,410
Moratuwa MC,2015-09-30,Soil With Waste,2030
Moratuwa MC,2015-09-30,Sorted Organic Waste,48530
Moratuwa MC,2015-10-01,Bulky Waste,3290
Moratuwa MC,2015-10-01,MSW,84690
Moratuwa MC,2015-10-01,Sorted Organic Waste,6600
Moratuwa MC,2015-10-02,Bulky Waste,1080
Moratuwa MC,2015-10-02,Industrial Waste,2620
Moratuwa MC,2015-10-02,Indutrial Sludge Waste,2450
Moratuwa MC,2015-10-02,MSW,27850
Moratuwa MC,2015-10-02,Sanitary Waste,1290
Moratuwa MC,2015-10-02,Slaghter House Waste,560
Moratuwa MC,2015-10-02,Sorted Organic Waste,47850
Moratuwa MC,2015-10-03,Industrial Waste,5420
Moratuwa MC,2015-10-03,MSW,11700
Moratuwa MC,2015-10-03,Slaghter House Waste,1210
Moratuwa MC,2015-10-03,Sorted Organic Waste,44680
Moratuwa MC,2015-10-04,Bulky Waste,1090
Moratuwa MC,2015-10-04,Industrial Waste,2990
Moratuwa MC,2015-10-04,MSW,109130
Moratuwa MC,2015-10-04,Slaghter House Waste,200
Moratuwa MC,2015-10-04,Soil With Waste,1170
Moratuwa MC,2015-10-04,Sorted Organic Waste,21310
Moratuwa MC,2015-10-06,Indutrial Sludge Waste,2310
Moratuwa MC,2015-10-06,MSW,12130
Moratuwa MC,2015-10-06,Slaghter House Waste,1060
Moratuwa MC,2015-10-06,Soil With Waste,6910
Moratuwa MC,2015-10-06,Sorted Organic Waste,47730
Moratuwa MC,2015-10-07,Bulky Waste,1190
Moratuwa MC,2015-10-07,Industrial Waste,9030
Moratuwa MC,2015-10-07,MSW,13830
Moratuwa MC,2015-10-07,Slaghter House Waste,1450
Moratuwa MC,2015-10-07,Soil With Waste,4320
Moratuwa MC,2015-10-07,Sorted Organic Waste,41420
Moratuwa MC,2015-10-08,Bulky Waste,1620
Moratuwa MC,2015-10-08,MSW,144130
Moratuwa MC,2015-10-08,Slaghter House Waste,4070
Moratuwa MC,2015-10-08,Sorted Organic Waste,44350
Moratuwa MC,2015-10-09,Bulky Waste,7470
Moratuwa MC,2015-10-09,Industrial Waste,1980
Moratuwa MC,2015-10-09,MSW,14250
Moratuwa MC,2015-10-09,Slaghter House Waste,3300
Moratuwa MC,2015-10-09,Soil With Waste,2610
Moratuwa MC,2015-10-09,Sorted Organic Waste,42540
Moratuwa MC,2015-10-10,Bulky Waste,5700
Moratuwa MC,2015-10-10,Industrial Waste,2230
Moratuwa MC,2015-10-10,MSW,94310
Moratuwa MC,2015-10-10,Slaghter House Waste,1360
Moratuwa MC,2015-10-10,Sorted Organic Waste,2800
Moratuwa MC,2015-10-11,Bulky Waste,15110
Moratuwa MC,2015-10-11,Industrial Waste,6280
Moratuwa MC,2015-10-11,MSW,12390
Moratuwa MC,2015-10-11,Slaghter House Waste,1270
Moratuwa MC,2015-10-11,Soil With Waste,1220
Moratuwa MC,2015-10-11,Sorted Organic Waste,47490
Moratuwa MC,2015-10-12,Bulky Waste,6570
Moratuwa MC,2015-10-12,Industrial Waste,3380
Moratuwa MC,2015-10-12,MSW,28910
Moratuwa MC,2015-10-12,Slaghter House Waste,1140
Moratuwa MC,2015-10-12,Sorted Organic Waste,36190
Moratuwa MC,2015-10-13,Bulky Waste,4330
Moratuwa MC,2015-10-13,Industrial Waste,4370
Moratuwa MC,2015-10-13,MSW,18460
Moratuwa MC,2015-10-13,Slaghter House Waste,840
Moratuwa MC,2015-10-13,Sorted Organic Waste,40000
Moratuwa MC,2015-10-14,Bulky Waste,9820
Moratuwa MC,2015-10-14,Industrial Waste,930
Moratuwa MC,2015-10-14,MSW,22560
Moratuwa MC,2015-10-14,Sanitary Waste,1190
Moratuwa MC,2015-10-14,Slaghter House Waste,1070
Moratuwa MC,2015-10-14,Sorted Organic Waste,53020
Moratuwa MC,2015-10-15,C&D Waste,4540
Moratuwa MC,2015-10-15,Industrial Waste,920
Moratuwa MC,2015-10-15,Indutrial Sludge Waste,2180
Moratuwa MC,2015-10-15,MSW,19100
Moratuwa MC,2015-10-15,Slaghter House Waste,700
Moratuwa MC,2015-10-15,Sorted Organic Waste,39660
Moratuwa MC,2015-10-16,Bulky Waste,6730
Moratuwa MC,2015-10-16,Industrial Waste,3870
Moratuwa MC,2015-10-16,MSW,27280
Moratuwa MC,2015-10-16,Slaghter House Waste,1140
Moratuwa MC,2015-10-16,Sorted Organic Waste,41000
Moratuwa MC,2015-10-17,Bulky Waste,4290
Moratuwa MC,2015-10-17,MSW,116460
Moratuwa MC,2015-10-17,Sanitary Waste,1700
Moratuwa MC,2015-10-17,Slaghter House Waste,1120
Moratuwa MC,2015-10-17,Soil With Waste,7670
Moratuwa MC,2015-10-17,Sorted Organic Waste,4840
Moratuwa MC,2015-10-18,Bulky Waste,7770
Moratuwa MC,2015-10-18,MSW,120030
Moratuwa MC,2015-10-19,MSW,54330
Moratuwa MC,2015-10-19,Slaghter House Waste,2080
Moratuwa MC,2015-10-19,Soil With Waste,6000
Moratuwa MC,2015-10-19,Sorted Organic Waste,26160
Moratuwa MC,2015-10-20,Bulky Waste,2000
Moratuwa MC,2015-10-20,Industrial Waste,7430
Moratuwa MC,2015-10-20,MSW,23890
Moratuwa MC,2015-10-20,Slaghter House Waste,780
Moratuwa MC,2015-10-20,Sorted Organic Waste,30540
Moratuwa MC,2015-10-21,Bulky Waste,5890
Moratuwa MC,2015-10-21,Industrial Waste,1370
Moratuwa MC,2015-10-21,MSW,38960
Moratuwa MC,2015-10-21,Slaghter House Waste,1130
Moratuwa MC,2015-10-21,Sorted Organic Waste,40270
Moratuwa MC,2015-10-22,Bulky Waste,2930
Moratuwa MC,2015-10-22,Industrial Waste,940
Moratuwa MC,2015-10-22,MSW,30290
Moratuwa MC,2015-10-22,Slaghter House Waste,840
Moratuwa MC,2015-10-22,Sorted Organic Waste,42640
Moratuwa MC,2015-10-23,Bulky Waste,2280
Moratuwa MC,2015-10-23,Industrial Waste,5410
Moratuwa MC,2015-10-23,Indutrial Sludge Waste,21190
Moratuwa MC,2015-10-23,MSW,19360
Moratuwa MC,2015-10-23,Sanitary Waste,740
Moratuwa MC,2015-10-23,Slaghter House Waste,800
Moratuwa MC,2015-10-23,Sorted Organic Waste,37630
Moratuwa MC,2015-10-24,Bulky Waste,10370
Moratuwa MC,2015-10-24,Industrial Waste,5720
Moratuwa MC,2015-10-24,MSW,120380
Moratuwa MC,2015-10-24,Slaghter House Waste,1410
Moratuwa MC,2015-10-24,Sorted Organic Waste,4090
Moratuwa MC,2015-10-25,Bulky Waste,5950
Moratuwa MC,2015-10-25,Industrial Waste,3470
Moratuwa MC,2015-10-25,MSW,127760
Moratuwa MC,2015-10-25,Slaghter House Waste,1610
Moratuwa MC,2015-10-26,Bulky Waste,2950
Moratuwa MC,2015-10-26,Industrial Waste,4350
Moratuwa MC,2015-10-26,MSW,60660
Moratuwa MC,2015-10-26,Slaghter House Waste,1390
Moratuwa MC,2015-10-26,Sorted Organic Waste,33570
Moratuwa MC,2015-10-27,Bulky Waste,9380
Moratuwa MC,2015-10-27,Industrial Waste,4720
Moratuwa MC,2015-10-27,MSW,48600
Moratuwa MC,2015-10-27,Sorted Organic Waste,17290
Moratuwa MC,2015-10-28,Bulky Waste,5060
Moratuwa MC,2015-10-28,Industrial Waste,1410
Moratuwa MC,2015-10-28,Indutrial Sludge Waste,1760
Moratuwa MC,2015-10-28,MSW,21610
Moratuwa MC,2015-10-28,Slaghter House Waste,2150
Moratuwa MC,2015-10-28,Sorted Organic Waste,53610
Moratuwa MC,2015-10-29,Bulky Waste,4360
Moratuwa MC,2015-10-29,Industrial Waste,3060
Moratuwa MC,2015-10-29,MSW,26700
Moratuwa MC,2015-10-29,Slaghter House Waste,860
Moratuwa MC,2015-10-29,Sorted Organic Waste,51070
Moratuwa MC,2015-10-30,Bulky Waste,4850
Moratuwa MC,2015-10-30,Industrial Waste,5180
Moratuwa MC,2015-10-30,MSW,51700
Moratuwa MC,2015-10-30,Sanitary Waste,1120
Moratuwa MC,2015-10-30,Slaghter House Waste,820
Moratuwa MC,2015-10-30,Sorted Organic Waste,42370
Moratuwa MC,2015-10-31,Bulky Waste,2510
Moratuwa MC,2015-10-31,Industrial Waste,4340
Moratuwa MC,2015-10-31,MSW,143040
Moratuwa MC,2015-10-31,Slaghter House Waste,1310
Moratuwa MC,2015-10-31,Sorted Organic Waste,2530
Moratuwa MC,2015-11-01,Bulky Waste,1780
Moratuwa MC,2015-11-01,MSW,98330
Moratuwa MC,2015-11-01,Slaghter House Waste,1910
Moratuwa MC,2015-11-02,MSW,17430
Moratuwa MC,2015-11-02,Slaghter House Waste,430
Moratuwa MC,2015-11-02,Sorted Organic Waste,51360
Moratuwa MC,2015-11-03,Bulky Waste,1580
Moratuwa MC,2015-11-03,Industrial Waste,2000
Moratuwa MC,2015-11-03,MSW,15830
Moratuwa MC,2015-11-03,Slaghter House Waste,1260
Moratuwa MC,2015-11-03,Sorted Organic Waste,46500
Moratuwa MC,2015-11-04,MSW,132510
Moratuwa MC,2015-11-04,Polythyne & Regiform,710
Moratuwa MC,2015-11-04,Sanitary Waste,710
Moratuwa MC,2015-11-04,Saw Dust,2420
Moratuwa MC,2015-11-04,Soil With Waste,5030
Moratuwa MC,2015-11-04,Sorted Organic Waste,1470
Moratuwa MC,2015-11-06,Bulky Waste,6990
Moratuwa MC,2015-11-06,Industrial Waste,1050
Moratuwa MC,2015-11-06,MSW,16570
Moratuwa MC,2015-11-06,Slaghter House Waste,1150
Moratuwa MC,2015-11-06,Sorted Organic Waste,44910
Moratuwa MC,2015-11-07,MSW,91470
Moratuwa MC,2015-11-07,Slaghter House Waste,1690
Moratuwa MC,2015-11-07,Soil With Waste,1280
Moratuwa MC,2015-11-07,Sorted Organic Waste,4070
Moratuwa MC,2015-11-08,Industrial Waste,5760
Moratuwa MC,2015-11-08,MSW,99030
Moratuwa MC,2015-11-08,Sanitary Waste,1180
Moratuwa MC,2015-11-08,Slaghter House Waste,1140
Moratuwa MC,2015-11-08,Soil With Waste,4330
Moratuwa MC,2015-11-08,Sorted Organic Waste,257170
Moratuwa MC,2015-11-09,Bulky Waste,1120
Moratuwa MC,2015-11-09,Industrial Waste,6630
Moratuwa MC,2015-11-09,MSW,9470
Moratuwa MC,2015-11-09,Slaghter House Waste,1140
Moratuwa MC,2015-11-09,Soil With Waste,3900
Moratuwa MC,2015-11-09,Sorted Organic Waste,44100
Moratuwa MC,2015-11-10,MSW,110680
Moratuwa MC,2015-11-10,Slaghter House Waste,1430
Moratuwa MC,2015-11-11,Bulky Waste,2520
Moratuwa MC,2015-11-11,Industrial Waste,7240
Moratuwa MC,2015-11-11,MSW,14530
Moratuwa MC,2015-11-11,Sanitary Waste,1180
Moratuwa MC,2015-11-11,Slaghter House Waste,1500
Moratuwa MC,2015-11-11,Soil With Waste,12790
Moratuwa MC,2015-11-11,Sorted Organic Waste,50490
Moratuwa MC,2015-11-12,Bulky Waste,2980
Moratuwa MC,2015-11-12,Industrial Waste,12270
Moratuwa MC,2015-11-12,MSW,16350
Moratuwa MC,2015-11-12,Sanitary Waste,1370
Moratuwa MC,2015-11-12,Slaghter House Waste,1340
Moratuwa MC,2015-11-12,Soil With Waste,2930
Moratuwa MC,2015-11-12,Sorted Organic Waste,40450
Moratuwa MC,2015-11-13,Bulky Waste,5220
Moratuwa MC,2015-11-13,Industrial Waste,7080
Moratuwa MC,2015-11-13,MSW,35850
Moratuwa MC,2015-11-13,Sanitary Waste,700
Moratuwa MC,2015-11-13,Slaghter House Waste,1050
Moratuwa MC,2015-11-13,Soil With Waste,3480
Moratuwa MC,2015-11-13,Sorted Organic Waste,35250
Moratuwa MC,2015-11-14,Bulky Waste,4880
Moratuwa MC,2015-11-14,Industrial Waste,500
Moratuwa MC,2015-11-14,Indutrial Sludge Waste,4010
Moratuwa MC,2015-11-14,MSW,141680
Moratuwa MC,2015-11-14,Slaghter House Waste,1880
